Gene,Gene_ID,Disease,Disease_ID,Gene_Degree,Disease_Degree,Gene_IC,Disease_IC,Combined_IC,Gene_Network_Score,Dis_Network_Score,GMT_Confirmed,Probability_Score,Percentile,Rank_Gene_for_Disease,Rank_Disease_for_Gene
PCSK9,255738,Hypercholesterolemia,MedGen_C0020443,10,8,9.1596,9.1325,18.2921,0.330433,0.401893,1.0,0.579599,60.34,4,5
SMARCC2,6601,Coffin-Siris syndrome,ClinVar_NULL,4,12,10.4815,8.5475,19.0291,0.35253,0.081004,1.0,0.579574,60.34,3,1
EDNRB,1910,Hirschsprung disease,ClinVar_NULL,4,13,10.4815,8.4321,18.9136,0.293294,0.185676,1.0,0.579561,60.33,4,3
MYO15A,51168,Congenital sensorineural hearing impairment,MedGen_C1865866,10,7,9.1596,9.3251,18.4848,0.437788,0.214989,1.0,0.579449,60.32,3,2
POGLUT1,56983,Autosomal recessive limb-girdle muscular dystrophy,OMIM_PS209900,2,27,11.4815,7.3776,18.8592,0.285956,0.111111,1.0,0.579448,60.32,6,2
DNAAF4,161582,Primary ciliary dyskinesia,MedGen_3467,2,52,11.4815,6.4321,17.9136,0.453979,0.098058,1.0,0.579434,60.31,5,2
CELA2A,63036,Coronary artery disorder,MedGen_C1956346,5,4,10.1596,10.1325,20.2921,0.282278,0.256141,0.0,0.579418,60.31,3,4
ARF3,377,Atrophy/Degeneration affecting the central nervous system,OMIM_169300,7,1,9.6742,12.1325,21.8067,0.0,0.340753,0.0,0.57937,60.3,1,1
ARF3,377,Myopathic facies,OMIM_169300,7,1,9.6742,12.1325,21.8067,0.0,0.340753,0.0,0.57937,60.3,1,1
ATP6V0A2,23545,ALG9 congenital disorder of glycosylation,ClinVar_NULL,6,2,9.8966,11.1325,21.0291,0.166667,0.270151,0.0,0.579251,60.29,2,4
ATP6V1B1,525,Nephrolithiasis,MedGen_C0392525,7,7,9.6742,9.3251,18.9993,0.281659,0.257763,1.0,0.579222,60.29,5,2
PDHA1,5160,Pyruvate dehydrogenase complex deficiency,OMIM_PS248600,7,5,9.6742,9.8106,19.4848,0.232125,0.215376,1.0,0.57921,60.28,4,1
TRPM4,54795,Progressive familial heart block,MONDO_0019490,17,2,8.3941,11.1325,19.5266,0.518344,0.28054,0.0,0.579207,60.27,1,1
SH2D1A,4068,X-linked lymphoproliferative disease due to SH2D1A deficiency,ClinVar_NULL,6,3,9.8966,10.5475,20.4441,0.227671,0.319014,0.0,0.579177,60.27,3,4
GLI2,2736,Partial androgen insensitivity syndrome,OMIM_610829,6,2,9.8966,11.1325,21.0291,0.136083,0.310487,0.0,0.579165,60.26,1,2
CACNA1D,776,Aldosterone-producing adenoma,ClinVar_NULL,8,1,9.4815,12.1325,21.614,0.0,0.400871,0.0,0.579102,60.25,1,1
CACNA1D,776,CACNA1D-related neurodevelopmental and endocrine disorders,ClinVar_NULL,8,1,9.4815,12.1325,21.614,0.0,0.400871,0.0,0.579102,60.25,1,1
CLN3,1201,Juvenile neuronal ceroid lipofuscinosis,OMIM_PS256730,9,2,9.3116,11.1325,20.4441,0.301511,0.275893,0.0,0.579024,60.25,1,2
MLH1,4292,Hereditary nonpolyposis colorectal neoplasms,ClinVar_NULL,24,6,7.8966,9.5475,17.4441,0.560046,0.403145,1.0,0.579006,60.24,3,2
NEFH,4744,Amyotrophic lateral sclerosis,MedGen_274,2,39,11.4815,6.8471,18.3286,0.366287,0.120096,1.0,0.578996,60.23,5,2
NF2,4771,Acoustic neuroma,OMIM_101000,8,1,9.4815,12.1325,21.614,0.0,0.400315,0.0,0.578994,60.23,1,5
FOXE3,2301,Congenital primary aphakia,OMIM_610256,8,1,9.4815,12.1325,21.614,0.0,0.40022,0.0,0.578975,60.22,1,4
FOXE3,2301,Cataract 34 multiple,ClinVar_NULL,8,1,9.4815,12.1325,21.614,0.0,0.40022,0.0,0.578975,60.22,1,4
SERAC1,84947,Leigh syndrome,ClinVar_NULL,2,35,11.4815,7.0032,18.4848,0.387874,0.056344,1.0,0.578972,60.21,10,2
AP4M1,9179,Brain atrophy,MedGen_C0557874,10,5,9.1596,9.8106,18.9702,0.364656,0.201284,1.0,0.578895,60.21,3,2
GPR143,4935,Nystagmus,OMIM_209850,4,12,10.4815,8.5475,19.0291,0.182853,0.303561,1.0,0.578859,60.2,2,3
PIGQ,9091,Epilepsy,ClinVar_NULL,2,69,11.4815,6.024,17.5055,0.402471,0.254851,1.0,0.578855,60.19,2,1
RPGR,6103,X-linked cone-rod dystrophy,MONDO_0021155,9,2,9.3116,11.1325,20.4441,0.353553,0.205616,0.0,0.578851,60.19,2,1
TUBB,203068,Multiple benign circumferential skin creases on limbs,ClinVar_NULL,6,1,9.8966,12.1325,22.0291,0.0,0.267039,0.0,0.578838,60.18,1,2
SMARCA5,8467,Pubertal developmental failure in females,MedGen_C4024649,8,1,9.4815,12.1325,21.614,0.0,0.399447,0.0,0.578825,60.18,1,1
SMARCA5,8467,Delayed CNS myelination,MedGen_C0026827,8,1,9.4815,12.1325,21.614,0.0,0.399447,0.0,0.578825,60.18,1,1
EYA1,2138,Common Congenital Anomalies of the Kidney and Urinary Tract,ClinVar_NULL,11,1,9.0221,12.1325,21.1546,0.0,0.545797,0.0,0.578773,60.16,1,3
EYA1,2138,Serpentine fibula,ClinVar_NULL,11,1,9.0221,12.1325,21.1546,0.0,0.545797,0.0,0.578773,60.16,1,3
DSCAM,1826,Autistic behavior,OMIM_209850,7,8,9.6742,9.1325,18.8067,0.415555,0.119918,1.0,0.578773,60.16,4,1
KCTD11,147040,Renal tubular dysgenesis of genetic origin,MedGen_C0266313,6,4,9.8966,10.1325,20.0291,0.296711,0.317513,0.0,0.578772,60.14,2,2
KCTD11,147040,Renal tubular dysgenesis,ClinVar_NULL,6,4,9.8966,10.1325,20.0291,0.296711,0.317513,0.0,0.578772,60.14,2,2
CASP10,843,Lymphoma,OMIM_251260,5,7,10.1596,9.3251,19.4848,0.181599,0.233949,1.0,0.578772,60.14,2,2
BBS2,583,BARDET-BIEDL SYNDROME 2/,ClinVar_NULL,7,1,9.6742,12.1325,21.8067,0.0,0.337609,0.0,0.578759,60.13,1,2
BBS2,583,BBS2-related ciliopathy,OMIM_PS209900,7,1,9.6742,12.1325,21.8067,0.0,0.337609,0.0,0.578759,60.13,1,2
OTOGL,283310,Rare genetic deafness,MedGen_C5680250,4,55,10.4815,6.3511,16.8327,0.445215,0.443432,1.0,0.578746,60.12,6,1
FGA,2243,FIBRINOGEN AARHUS,ClinVar_NULL,13,1,8.7811,12.1325,20.9136,0.0,0.62224,0.0,0.578681,60.1,1,2
FGA,2243,Familial hypodysfibrinogenemia,OMIM_202400,13,1,8.7811,12.1325,20.9136,0.0,0.62224,0.0,0.578681,60.1,1,2
FGA,2243,Dysfibrinogenemia,MedGen_C1260903,13,1,8.7811,12.1325,20.9136,0.0,0.62224,0.0,0.578681,60.1,1,2
FGA,2243,AFib amyloidosis,MedGen_C5680267,13,1,8.7811,12.1325,20.9136,0.0,0.62224,0.0,0.578681,60.1,1,2
FGA,2243,FIBRINOGEN DUS,ClinVar_NULL,13,1,8.7811,12.1325,20.9136,0.0,0.62224,0.0,0.578681,60.1,1,2
OTOF,9381,Bilateral sensorineural hearing impairment,MedGen_C0452138,9,9,9.3116,8.9626,18.2742,0.421166,0.265398,1.0,0.57864,60.09,4,1
PUS3,83480,Hydrolethalus syndrome,MedGen_419335,9,4,9.3116,10.1325,19.4441,0.375329,0.398544,0.0,0.578608,60.08,3,4
CD19,930,Immunodeficiency,MedGen_C5197805,2,77,11.4815,5.8657,17.3473,0.498073,0.161165,1.0,0.578553,60.08,4,2
IRF6,3664,Orofacial cleft,MedGen_C0007193,7,8,9.6742,9.1325,18.8067,0.259194,0.327151,1.0,0.57853,60.07,5,4
PRKCG,5582,Hereditary ataxia,OMIM_125853,2,29,11.4815,7.2745,18.7561,0.302438,0.107211,1.0,0.578488,60.07,1,2
RAB28,9364,Cone-rod dystrophy,OMIM_610359,2,54,11.4815,6.3776,17.8592,0.349252,0.244968,1.0,0.578483,60.06,6,1
RERE,473,CHARGE syndrome,OMIM_615583,4,4,10.4815,10.1325,20.614,0.275783,0.157202,0.0,0.578472,60.05,3,2
MLH1,4292,Mismatch repair cancer syndrome,MedGen_78553,24,4,7.8966,10.1325,18.0291,0.675725,0.448422,0.0,0.578377,60.04,1,3
MLH1,4292,Lynch-like syndrome,MedGen_C0027672,24,4,7.8966,10.1325,18.0291,0.675725,0.448422,0.0,0.578377,60.04,1,3
MLH1,4292,Inherited MMR deficiency,ClinVar_NULL,24,4,7.8966,10.1325,18.0291,0.675725,0.448422,0.0,0.578377,60.04,1,3
EBF3,253738,Isolated Pierre-Robin syndrome,OMIM_617330,7,1,9.6742,12.1325,21.8067,0.0,0.335622,0.0,0.578373,60.03,1,1
EBF3,253738,Expressive language delay,OMIM_617330,7,1,9.6742,12.1325,21.8067,0.0,0.335622,0.0,0.578373,60.03,1,1
CSRP3,8048,Primary familial hypertrophic cardiomyopathy,MedGen_C0950123,7,53,9.6742,6.4046,16.0788,0.546279,0.552378,1.0,0.578355,60.02,4,2
RPGRIP1,57096,Leber congenital amaurosis,OMIM_PS209900,5,41,10.1596,6.7749,16.9346,0.515413,0.355956,1.0,0.578354,60.01,7,2
MOGAT2,80168,Abnormal glycosylation,OMIM_212066,6,1,9.8966,12.1325,22.0291,0.0,0.264539,0.0,0.578352,60.01,1,2
RDH12,145226,Macular dystrophy,ClinVar_NULL,7,23,9.6742,7.6089,17.2831,0.523872,0.313396,1.0,0.578347,60.0,4,1
WDR45,11152,X-linked cerebral-cerebellar-coloboma syndrome syndrome,ClinVar_NULL,5,1,10.1596,12.1325,22.2921,0.0,0.180516,0.0,0.578335,60.0,1,1
PYCR1,5831,Autosomal recessive cutis laxa,ClinVar_NULL,7,4,9.6742,10.1325,19.8067,0.32516,0.348224,0.0,0.578318,59.99,2,2
ACTC1,70,Left ventricular noncompaction cardiomyopathy,MedGen_C4021133,9,25,9.3116,7.4886,16.8003,0.553093,0.416823,1.0,0.578311,59.99,3,2
VSX2,338917,Anophthalmia-microphthalmia syndrome,OMIM_613986,5,11,10.1596,8.6731,18.8327,0.308717,0.207349,1.0,0.578258,59.98,3,4
COCH,1690,Prelingual sensorineural hearing impairment,OMIM_276900,8,3,9.4815,10.5475,20.0291,0.370426,0.255972,0.0,0.57817,59.98,1,2
IFNGR2,3460,Immunodeficiency,MedGen_C5197805,2,77,11.4815,5.8657,17.3473,0.496522,0.161165,1.0,0.578151,59.97,5,2
KCNH1,3756,KCNH1 associated disorder,ClinVar_NULL,7,1,9.6742,12.1325,21.8067,0.0,0.334348,0.0,0.578125,59.96,1,1
KCNH1,3756,Temple-Baraitser syndrome,OMIM_611816,7,1,9.6742,12.1325,21.8067,0.0,0.334348,0.0,0.578125,59.96,1,1
F8,2157,Hereditary factor VIII deficiency disease,MedGen_C1832529,10,3,9.1596,10.5475,19.7072,0.261631,0.503484,0.0,0.578115,59.95,1,4
MYH14,79784,Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,OMIM_614369,5,1,10.1596,12.1325,22.2921,0.0,0.179253,0.0,0.57809,59.95,1,2
CSTB,1476,Cerebral dysmyelination,OMIM_254800,8,1,9.4815,12.1325,21.614,0.0,0.395552,0.0,0.578067,59.94,1,1
CSTB,1476,Unverricht-Lundborg syndrome,OMIM_254800,8,1,9.4815,12.1325,21.614,0.0,0.395552,0.0,0.578067,59.94,1,1
GNPTAB,79158,Legg-Calve-Perthes disease,OMIM_252600,7,2,9.6742,11.1325,20.8067,0.066815,0.468034,0.0,0.578039,59.93,1,2
CTNNA1,1495,CTNNA1-associated F,ClinVar_NULL,7,1,9.6742,12.1325,21.8067,0.0,0.333611,0.0,0.577981,59.92,1,1
LCA5,167691,LCA5-related retinopathy,OMIM_604537,5,1,10.1596,12.1325,22.2921,0.0,0.178614,0.0,0.577965,59.92,1,1
SNRNP200,23020,Cone-rod dystrophy,OMIM_610359,4,54,10.4815,6.3776,16.8592,0.504762,0.354041,1.0,0.577952,59.91,7,2
NUP107,57122,Ovarian dysgenesis,ClinVar_NULL,6,8,9.8966,9.1325,19.0291,0.312685,0.181711,1.0,0.57792,59.91,5,3
CHD3,1107,Marfanoid habitus and intellectual disability,MedGen_CN263130,4,19,10.4815,7.8846,18.3661,0.409527,0.144319,1.0,0.577891,59.9,6,2
CHRNA4,1137,Tobacco addiction,ClinVar_NULL,7,3,9.6742,10.5475,20.2217,0.27814,0.315953,0.0,0.577865,59.9,2,3
CHST3,9469,Larsen syndrome,MedGen_C0410528,5,3,10.1596,10.5475,20.7072,0.161212,0.316879,0.0,0.577852,59.89,1,4
APOE,348,Hypercholesterolemia,MedGen_C0020443,9,8,9.3116,9.1325,18.4441,0.319449,0.358829,1.0,0.57781,59.89,5,4
RAD51C,5889,Inherited ovarian cancer,ClinVar_NULL,21,8,8.0892,9.1325,17.2217,0.547514,0.444824,1.0,0.577801,59.88,1,2
CRX,1406,Stargardt disease,OMIM_613829,7,13,9.6742,8.4321,18.1063,0.424658,0.258979,1.0,0.577773,59.87,2,2
CTU2,348180,Congenital anomaly of kidney and urinary tract,MedGen_C0950123,2,32,11.4815,7.1325,18.614,0.354803,0.065372,1.0,0.577765,59.87,5,1
DDX3X,1654,Syndromic X-linked intellectual disability Claes-Jensen,ClinVar_NULL,10,2,9.1596,11.1325,20.2921,0.387298,0.203256,0.0,0.577708,59.86,2,1
PFN1,5216,Amyotrophic lateral sclerosis,MedGen_274,2,39,11.4815,6.8471,18.3286,0.376254,0.100167,1.0,0.577705,59.86,6,2
ARX,170302,Periventricular heterotopia,OMIM_217990,11,2,9.0221,11.1325,20.1546,0.301511,0.360789,0.0,0.577566,59.85,2,1
BMP1,649,Interstitial lung disease,MedGen_1788738,6,9,9.8966,8.9626,18.8592,0.250528,0.300651,1.0,0.577558,59.85,4,4
POLG2,11232,Progressive external ophthalmoplegia,MedGen_102439,5,11,10.1596,8.6731,18.8327,0.266068,0.260494,1.0,0.577534,59.84,6,2
IDH3B,3420,Optic atrophy,ClinVar_NULL,3,79,10.8966,5.8287,16.7253,0.489148,0.362541,1.0,0.577493,59.83,3,2
ADGRA3,166647,Optic atrophy,ClinVar_NULL,3,79,10.8966,5.8287,16.7253,0.489148,0.362541,1.0,0.577493,59.83,3,2
SAMD11,148398,Optic atrophy,ClinVar_NULL,3,79,10.8966,5.8287,16.7253,0.489148,0.362541,1.0,0.577493,59.83,3,2
KIAA1549,57670,Optic atrophy,ClinVar_NULL,3,79,10.8966,5.8287,16.7253,0.489148,0.362541,1.0,0.577493,59.83,3,2
LAMA1,284217,Ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome,ClinVar_NULL,4,1,10.4815,12.1325,22.614,0.0,0.073438,0.0,0.57749,59.81,1,1
ENG,2022,Telangiectasia,ClinVar_NULL,10,4,9.1596,10.1325,19.2921,0.405238,0.401117,0.0,0.577429,59.81,2,2
EYA1,2138,Branchiootorenal syndrome,ClinVar_NULL,11,3,9.0221,10.5475,19.5697,0.353016,0.421167,0.0,0.577268,59.8,3,4
POMT2,29954,Muscular dystrophy-dystroglycanopathy,MedGen_1842215,6,14,9.8966,8.3251,18.2217,0.399042,0.243386,1.0,0.577257,59.79,9,2
TINF2,26277,Dyskeratosis congenita,ClinVar_NULL,4,14,10.4815,8.3251,18.8067,0.271311,0.226795,1.0,0.577212,59.79,7,3
FTO,79068,Meckel-Gruber syndrome,OMIM_PS249000,5,18,10.1596,7.9626,18.1222,0.360091,0.291862,1.0,0.577172,59.78,10,2
SLC19A2,10560,Megaloblastic anemia,MedGen_1527,5,3,10.1596,10.5475,20.7072,0.220387,0.234362,0.0,0.577149,59.78,3,2
DRC1,92749,Primary ciliary dyskinesia,MedGen_3467,2,52,11.4815,6.4321,17.9136,0.466605,0.069337,1.0,0.577122,59.77,6,2
MVK,4598,Methylmalonic acidemia,ClinVar_NULL,8,9,9.4815,8.9626,18.4441,0.333391,0.32034,1.0,0.577109,59.77,7,4
NOTCH2,4853,Monoclonal B-Cell Lymphocytosis,MedGen_C2698259,6,2,9.8966,11.1325,21.0291,0.053149,0.410312,0.0,0.577073,59.76,1,3
CAMK2G,818,Generalized hypotonia,MedGen_C0950123,5,9,10.1596,8.9626,19.1222,0.331161,0.106676,1.0,0.577066,59.76,2,1
SNCA,6622,Parkinson disease,ClinVar_NULL,3,32,10.8966,7.1325,18.0291,0.370585,0.227062,1.0,0.577,59.75,13,3
TP63,8626,Cleft Lip +/- Cleft Palate,ClinVar_NULL,10,3,9.1596,10.5475,19.7072,0.260944,0.498303,0.0,0.576929,59.74,3,3
CUL3,8452,Autosomal dominant pseudohypoaldosteronism,ClinVar_NULL,6,4,9.8966,10.1325,20.0291,0.3849,0.190361,0.0,0.576912,59.74,4,2
MEN1,4221,Lipoma,ClinVar_NULL,13,1,8.7811,12.1325,20.9136,0.0,0.612758,0.0,0.576837,59.72,1,3
MEN1,4221,Lung carcinoid tumor,MedGen_C0280089,13,1,8.7811,12.1325,20.9136,0.0,0.612758,0.0,0.576837,59.72,1,3
MEN1,4221,Gigantism,OMIM_131100,13,1,8.7811,12.1325,20.9136,0.0,0.612758,0.0,0.576837,59.72,1,3
MEN1,4221,Familial isolated hyperparathyroidism,MedGen_C4551961,13,1,8.7811,12.1325,20.9136,0.0,0.612758,0.0,0.576837,59.72,1,3
WNT10A,80326,Palmoplantar keratoderma,OMIM_257980,8,7,9.4815,9.3251,18.8067,0.284166,0.30356,1.0,0.576818,59.71,5,2
GJA5,2702,Atrial fibrillation,MedGen_C4531288,4,20,10.4815,7.8106,18.2921,0.252583,0.364378,1.0,0.576778,59.7,4,4
PRR12,57479,Iris coloboma,OMIM_PS249000,6,2,9.8966,11.1325,21.0291,0.087039,0.363542,0.0,0.576765,59.7,1,3
TULP1,7287,Retinal degeneration,MedGen_48432,10,5,9.1596,9.8106,18.9702,0.375626,0.17558,1.0,0.576741,59.69,3,1
SDHB,6390,Mitochondrial complex 2 deficiency,ClinVar_NULL,13,3,8.7811,10.5475,19.3286,0.432555,0.389021,0.0,0.576683,59.69,3,5
PRMT7,54496,Neurodevelopmental abnormality,OMIM_620540,2,34,11.4815,7.045,18.5266,0.285504,0.171499,1.0,0.576637,59.68,2,2
CLN8,2055,Neuronal ceroid lipofuscinosis,OMIM_249100,4,14,10.4815,8.3251,18.8067,0.315566,0.164057,1.0,0.576487,59.68,5,3
FOXP3,50943,Non-obstructive azoospermia,MedGen_C4021107,5,8,10.1596,9.1325,19.2921,0.269431,0.147898,1.0,0.576451,59.67,8,3
TBP,6908,Spinocerebellar ataxia,ClinVar_NULL,2,48,11.4815,6.5475,18.0291,0.458404,0.051031,1.0,0.576445,59.67,7,2
GDF6,392255,Multiple synostoses syndrome,MedGen_511579,5,3,10.1596,10.5475,20.7072,0.249401,0.191913,0.0,0.576417,59.66,3,3
SEC23B,10483,Cowden syndrome,ClinVar_NULL,3,9,10.8966,8.9626,19.8592,0.157843,0.098991,1.0,0.576373,59.65,2,2
RRAS,6237,Noonan syndrome,OMIM_611431,2,22,11.4815,7.6731,19.1546,0.253056,0.073127,1.0,0.576357,59.65,5,1
COASY,80347,Neurodegeneration,ClinVar_NULL,3,23,10.8966,7.6089,18.5055,0.364409,0.125539,1.0,0.576335,59.64,5,2
MTOR,2475,Hemimegalencephaly,MedGen_C0431391,11,1,9.0221,12.1325,21.1546,0.0,0.533065,0.0,0.576297,59.63,1,1
MTOR,2475,Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,ClinVar_NULL,11,1,9.0221,12.1325,21.1546,0.0,0.533065,0.0,0.576297,59.63,1,1
MTOR,2475,Overgrowth syndrome,MedGen_C2986703,11,1,9.0221,12.1325,21.1546,0.0,0.533065,0.0,0.576297,59.63,1,1
MTOR,2475,MTOR-related megalencephaly and pigmentary mosaicism in skin,ClinVar_NULL,11,1,9.0221,12.1325,21.1546,0.0,0.533065,0.0,0.576297,59.63,1,1
RAD51D,5892,Inherited breast cancer and ovarian cancer,MedGen_C0027672,20,6,8.1596,9.5475,17.7072,0.474978,0.418646,1.0,0.576286,59.61,1,2
LHFPL5,222662,Hearing impairment,MedGen_C0950123,3,77,10.8966,5.8657,16.7623,0.408131,0.45609,1.0,0.576284,59.61,2,3
RAX2,84839,Macular degeneration,MedGen_CN239348,5,15,10.1596,8.2256,18.3852,0.352534,0.238563,1.0,0.576264,59.6,4,1
RNASE3,6037,Noonan syndrome and Noonan-related syndrome,ClinVar_NULL,8,16,9.4815,8.1325,17.614,0.424345,0.38001,1.0,0.576264,59.6,4,2
GNPTG,84572,Mucolipidosis,MedGen_7731,4,4,10.4815,10.1325,20.614,0.209321,0.23389,0.0,0.576152,59.59,2,3
DST,667,Epidermolysis bullosa simplex,ClinVar_NULL,5,10,10.1596,8.8106,18.9702,0.314163,0.158517,1.0,0.576142,59.59,6,2
SSUH2,51066,Elevated circulating creatine kinase concentration,OMIM_123320,5,11,10.1596,8.6731,18.8327,0.243625,0.283133,1.0,0.576117,59.58,1,2
GATA6,2627,Atrioventricular septal defect,ClinVar_NULL,10,3,9.1596,10.5475,19.7072,0.357986,0.364694,0.0,0.576108,59.58,2,1
SVBP,374969,Lower limb spasticity,MedGen_C1271100,4,1,10.4815,12.1325,22.614,0.0,0.066308,0.0,0.576103,59.57,1,1
BGN,633,Familial aortopathy,MedGen_CN078214,4,14,10.4815,8.3251,18.8067,0.269108,0.223935,1.0,0.576085,59.56,2,3
IQSEC2,23096,Severe intellectual deficiency,OMIM_613720,6,3,9.8966,10.5475,20.4441,0.209138,0.327768,0.0,0.576074,59.56,1,2
LNX1,84708,Meniere disease,ClinVar_NULL,2,26,11.4815,7.4321,18.9136,0.300617,0.062017,1.0,0.576068,59.55,3,2
GFI1B,8328,Thrombocytopenia,MedGen_52737,2,43,11.4815,6.7062,18.1878,0.33044,0.18392,1.0,0.575997,59.55,5,2
CENPE,1062,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
PHC1,1911,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
NCAPH,23397,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
TRAPPC14,55262,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
KCNA4,3739,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
MFSD2A,84879,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
NCAPD2,9918,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
CARS1,833,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
IER3IP1,51124,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
PPP1R15B,84919,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
CEP135,9662,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
SASS6,163786,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
RREB1,6239,Microcephaly,MedGen_1644158,1,117,12.4815,5.2621,17.7437,0.470654,0.0,1.0,0.575965,59.51,1,1
TWNK,56652,Sensory ataxic neuropathy,ClinVar_NULL,9,3,9.3116,10.5475,19.8592,0.321804,0.363505,0.0,0.575929,59.47,1,1
NLRP3,114548,Keratitis fugax hereditaria,OMIM_120100,11,1,9.0221,12.1325,21.1546,0.0,0.531145,0.0,0.575923,59.45,1,1
NLRP3,114548,Cryopyrin associated periodic syndrome,OMIM_120100,11,1,9.0221,12.1325,21.1546,0.0,0.531145,0.0,0.575923,59.45,1,1
NLRP3,114548,Familial amyloid nephropathy,ClinVar_NULL,11,1,9.0221,12.1325,21.1546,0.0,0.531145,0.0,0.575923,59.45,1,1
NLRP3,114548,Neurohypophyseal diabetes insipidus,OMIM_125700,11,1,9.0221,12.1325,21.1546,0.0,0.531145,0.0,0.575923,59.45,1,1
NLRP3,114548,Chronic infantile neurological,ClinVar_NULL,11,1,9.0221,12.1325,21.1546,0.0,0.531145,0.0,0.575923,59.45,1,1
TAMM41,132001,Bilateral ptosis,MedGen_C1865916,6,2,9.8966,11.1325,21.0291,0.166667,0.253016,0.0,0.575918,59.43,2,1
TMEM237,65062,Joubert syndrome,ClinVar_NULL,4,51,10.4815,6.4601,16.9416,0.417714,0.441198,1.0,0.575912,59.43,6,3
MPIG6B,80739,Thrombocytopenia,MedGen_52737,2,43,11.4815,6.7062,18.1878,0.327832,0.186772,1.0,0.575875,59.42,6,2
PDE6B,5158,Progressive cone dystrophy,ClinVar_NULL,10,6,9.1596,9.5475,18.7072,0.366293,0.242145,1.0,0.575845,59.42,2,1
PMS1,5378,Lynch syndrome,ClinVar_NULL,4,14,10.4815,8.3251,18.8067,0.19629,0.319776,1.0,0.575842,59.41,1,3
ROBO4,54538,Familial thoracic aortic aneurysm and aortic dissection,ClinVar_NULL,2,38,11.4815,6.8846,18.3661,0.288455,0.19868,1.0,0.575725,59.41,6,2
GJA1,2697,Hypoplastic left heart syndrome,MedGen_57746,6,6,9.8966,9.5475,19.4441,0.183205,0.249769,1.0,0.575596,59.4,3,3
ACOD1,730249,Infantile epileptic dyskinetic encephalopathy,OMIM_613850,6,3,9.8966,10.5475,20.4441,0.281589,0.228609,0.0,0.575576,59.39,2,2
COL1A2,1278,Postmenopausal osteoporosis,ClinVar_NULL,11,4,9.0221,10.1325,19.1546,0.473779,0.344045,0.0,0.575569,59.39,2,2
ESR1,2099,Migraine,ClinVar_NULL,4,9,10.4815,8.9626,19.4441,0.198444,0.173063,1.0,0.575542,59.38,3,3
PRR12,57479,Motor delay,MedGen_C1854301,6,5,9.8966,9.8106,19.7072,0.118914,0.276264,1.0,0.575499,59.38,1,4
CYP51A1,1595,Long QT syndrome,MedGen_44193,4,54,10.4815,6.3776,16.8592,0.406587,0.472057,1.0,0.575446,59.37,4,2
BBS5,129880,Bardet-Biedl syndrome,MedGen_156019,3,34,10.8966,7.045,17.9416,0.417933,0.175465,1.0,0.575444,59.37,4,2
GAMT,2593,Guanidinoacetate methyltransferase,ClinVar_NULL,7,1,9.6742,12.1325,21.8067,0.0,0.320504,0.0,0.575432,59.36,1,2
FASLG,356,Lung cancer,OMIM_147920,3,13,10.8966,8.4321,19.3286,0.187401,0.173046,1.0,0.57541,59.36,1,2
DTNA,1837,Left ventricular noncompaction,ClinVar_NULL,8,19,9.4815,7.8846,17.3661,0.453354,0.392223,1.0,0.5754,59.35,4,2
VLDLR,7436,Congenital cerebellar hypoplasia,MedGen_C0950123,3,18,10.8966,7.9626,18.8592,0.239247,0.208573,1.0,0.575382,59.34,2,2
TFE3,7030,Renal cell carcinoma,MedGen_C0950123,4,2,10.4815,11.1325,21.614,0.150756,0.084652,0.0,0.575352,59.34,1,1
JAK2,3717,Acquired polycythemia vera,OMIM_133100,10,1,9.1596,12.1325,21.2921,0.0,0.48395,0.0,0.575279,59.33,1,2
GABBR2,9568,Tobacco addiction,ClinVar_NULL,5,3,10.1596,10.5475,20.7072,0.29813,0.12073,0.0,0.575209,59.33,3,2
