Gene,Gene_ID,Gene_OMIM,Disease,Disease_OMIM,OMIM_PhenoClass,Gene_Degree,Disease_Degree,Gene_IC,Disease_IC,Combined_IC,Gene_Network_Score,Dis_Network_Score,PhenotypeClass,GMT_Confirmed,RevGMT_Confirmed,Probability_Score,Percentile,Rank_Gene_for_Disease,Rank_Disease_for_Gene
MBTPS2,51360,OMIM:300294,ifap syndrome with or without bresheck syndrome,OMIM:308205,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CACNA1F,778,OMIM:300110,aland island eye disease,OMIM:300600,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
F13A1,2162,OMIM:134570,factor xiiia deficiency,OMIM:613225,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
HTRA1,5654,OMIM:602194,carasil syndrome,OMIM:600142,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
EDN1,1906,OMIM:131240,auriculocondylar syndrome 3,OMIM:615706,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GDNF,2668,OMIM:600837,central hypoventilation syndrome,OMIM:209880,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
HTRA1,5654,OMIM:602194,"{macular degeneration, age-related, 7}",OMIM:610149,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
HTRA1,5654,OMIM:602194,"{macular degeneration, age-related, neovascular type}",OMIM:610149,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FCGR2A,2212,OMIM:146790,"{malaria, severe, susceptibility to}",OMIM:611162,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
F13A1,2162,OMIM:134570,"{myocardial infarction, protection against}",OMIM:608446,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CACNA1F,778,OMIM:300110,"cone-rod dystropy, x-linked, 3",OMIM:300476,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
C3,718,OMIM:120700,"{hemolytic uremic syndrome, atypical, susceptibility to, 5}",OMIM:612925,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ATRX,546,OMIM:300032,"mental retardation-hypotonic facies syndrome, x-linked",OMIM:309580,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GDNF,2668,OMIM:600837,"{pheochromocytoma, modifier of}",OMIM:171300,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
RAF1,5894,OMIM:164760,leopard syndrome 2,OMIM:611554,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
RAF1,5894,OMIM:164760,noonan syndrome 5,OMIM:611553,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
RECQL4,9401,OMIM:603780,rothmund-thomson syndrome,OMIM:268400,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
RECQL4,9401,OMIM:603780,rapadilino syndrome,OMIM:266280,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
RECQL4,9401,OMIM:603780,baller-gerold syndrome,OMIM:218600,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ABCC9,10060,OMIM:601439,"cardiomyopathy, dilated, 1o",OMIM:608569,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ABCC9,10060,OMIM:601439,"atrial fibrillation, familial, 12",OMIM:614050,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GCNT2,2651,OMIM:600429,"[blood group, ii]",OMIM:110800,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
RMRP,6023,OMIM:157660,metaphyseal dysplasia without hypotrichosis,OMIM:250460,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MYBPC3,4607,OMIM:600958,left ventricular noncompaction 10,OMIM:615396,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MYBPC3,4607,OMIM:600958,"cardiomyopathy, familial hypertrophic, 4",OMIM:115197,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
RMRP,6023,OMIM:157660,cartilage-hair hypoplasia,OMIM:250250,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MYBPC3,4607,OMIM:600958,"cardiomyopathy, dilated, 1mm",OMIM:615396,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
RMRP,6023,OMIM:157660,anauxetic dysplasia,OMIM:607095,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CASK,8573,OMIM:300172,fg syndrome 4,OMIM:300422,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
LEMD3,23592,OMIM:607844,buschke-ollendorff syndrome,OMIM:166700,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CASK,8573,OMIM:300172,mental retardation and microcephaly with pontine and cerebellar hypoplasia,OMIM:300749,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
KRIT1,889,OMIM:604214,cavernous malformations of cns and retina,OMIM:116860,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
LEMD3,23592,OMIM:607844,melorheostosis with osteopoikilosis,OMIM:155950,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FSHR,2492,OMIM:136435,ovarian dysgenesis 1,OMIM:233300,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
KRIT1,889,OMIM:604214,cerebral cavernous malformations-1,OMIM:116860,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CASK,8573,OMIM:300172,"mental retardation, with or without nystagmus",OMIM:300422,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
LEMD3,23592,OMIM:607844,osteopoikilosis,OMIM:166700,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ATRX,546,OMIM:300032,alpha-thalassemia/mental retardation syndrome,OMIM:301040,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FCGR2A,2212,OMIM:146790,"{pseudomonas aeruginosa, susceptibility to chronic infection by, in cystic fibrosis}",OMIM:219700,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ABCC9,10060,OMIM:601439,hypertrichotic osteochondrodysplasia,OMIM:239850,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ACKR1,2532,OMIM:613665,"[blood group, duffy system]",OMIM:110700,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
NQO1,1728,OMIM:125860,"{benzene toxicity, susceptibility to}",-666,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
KIF7,374654,OMIM:611254,acrocallosal syndrome,OMIM:200990,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CX3CR1,1524,OMIM:601470,"{coronary artery disease, resistance to}",OMIM:607339,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
A4GALT,53947,OMIM:607922,"[blood group, p1pk system, p phenotype]",OMIM:111400,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GDNF,2668,OMIM:600837,"{hirschsprung disease, susceptibility to, 3}",OMIM:613711,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GCNT2,2651,OMIM:600429,adult i phenotype without cataract,OMIM:110800,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
A4GALT,53947,OMIM:607922,"[blood group, p1pk system, p(2) phenotype]",OMIM:111400,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
A4GALT,53947,OMIM:607922,nor polyagglutination syndrome,OMIM:111400,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
KIF7,374654,OMIM:611254,joubert syndrome 12,OMIM:200990,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
KIF7,374654,OMIM:611254,hydrolethalus syndrome 2,OMIM:614120,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
KRIT1,889,OMIM:604214,hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations,OMIM:116860,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ATRX,546,OMIM:300032,"alpha-thalassemia myelodysplasia syndrome, somatic",OMIM:300448,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
TPM1,7168,OMIM:191010,left ventricular noncompaction 9,OMIM:611878,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
NQO1,1728,OMIM:125860,"{breast cancer, poor survival after chemotherapy for}",-666,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
TPM1,7168,OMIM:191010,"cardiomyopathy, familial hypertrophic, 3",OMIM:115196,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
TPM1,7168,OMIM:191010,"cardiomyopathy, dilated, 1y",OMIM:611878,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
KCNH2,3757,OMIM:152427,"{long qt syndrome 2, acquired, susceptibility to}",OMIM:613688,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
KCNH2,3757,OMIM:152427,short qt syndrome 1,OMIM:609620,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
KCNH2,3757,OMIM:152427,long qt syndrome 2,OMIM:613688,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MED12,9968,OMIM:300188,lujan-fryns syndrome,OMIM:309520,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MED12,9968,OMIM:300188,"ohdo syndrome, x-linked",OMIM:300895,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GCNT2,2651,OMIM:600429,cataract 13 with adult i phenotype,OMIM:110800,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MED12,9968,OMIM:300188,opitz-kaveggia syndrome,OMIM:305450,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
NQO1,1728,OMIM:125860,"{leukemia, post-chemotherapy, susceptibility to}",-666,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
STAT1,6772,OMIM:600555,"immunodeficiency 31c, autosomal dominant",OMIM:614162,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FBLN5,10516,OMIM:604580,"cutis laxa, autosomal dominant 2",OMIM:614434,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ACKR1,2532,OMIM:613665,[white blood cell count qtl],OMIM:611862,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
LDB3,11155,OMIM:605906,"left ventricular noncompaction 3, with or without dilated cardiomyopathy",OMIM:601493,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
PDGFRB,5159,OMIM:173410,"basal ganglia calcification, idiopathic, 4",OMIM:615007,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
PDGFRB,5159,OMIM:173410,"myofibromatosis, infantile, 1",OMIM:228550,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CYP2A6,1548,OMIM:122720,"{nicotine addiction, protection from}",OMIM:188890,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CYP2A6,1548,OMIM:122720,"{lung cancer, resistance to}",OMIM:211980,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CYP2A6,1548,OMIM:122720,coumarin resistance,OMIM:122700,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
DYSF,8291,OMIM:603009,miyoshi muscular dystrophy 1,OMIM:254130,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CP,1356,OMIM:117700,"[hypoceruloplasminemia, hereditary]",OMIM:604290,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
DYSF,8291,OMIM:603009,"muscular dystrophy, limb-girdle, type 2b",OMIM:253601,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
UMOD,7369,OMIM:191845,glomerulocystic kidney disease with hyperuricemia and isosthenuria,OMIM:609886,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CP,1356,OMIM:117700,cerebellar ataxia,OMIM:604290,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
DYSF,8291,OMIM:603009,"myopathy, distal, with anterior tibial onset",OMIM:606768,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
LDB3,11155,OMIM:605906,"cardiomyopathy, dilated 1c",OMIM:601493,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CP,1356,OMIM:117700,"hemosiderosis, systemic, due to aceruloplasminemia",OMIM:604290,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
IL10,3586,OMIM:124092,"{rheumatoid arthritis, progression of}",OMIM:180300,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MATN3,4148,OMIM:602109,spondyloepimetaphyseal dysplasia,OMIM:608728,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
LDB3,11155,OMIM:605906,"myopathy, myofibrillar, 4",OMIM:609452,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
PHOX2B,8929,OMIM:603851,"{neuroblastoma, susceptibility to, 2}",OMIM:613013,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
PHOX2B,8929,OMIM:603851,neuroblastoma with hirschsprung disease,OMIM:613013,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
UMOD,7369,OMIM:191845,"hyperuricemic nephropathy, familial juvenile 1",OMIM:162000,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MATN3,4148,OMIM:602109,{osteoarthritis susceptibility 2},OMIM:140600,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MSX2,4488,OMIM:123101,"craniosynostosis, type 2",OMIM:604757,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
UMOD,7369,OMIM:191845,medullary cystic kidney disease 2,OMIM:603860,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
TGFBR2,7048,OMIM:190182,"loeys-dietz syndrome, type 2",OMIM:610168,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
PHOX2B,8929,OMIM:603851,"central hypoventilation syndrome, congenital, with or without hirschsprung disease",OMIM:209880,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
TGFBR2,7048,OMIM:190182,"esophageal cancer, somatic",OMIM:133239,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MYOT,9499,OMIM:604103,"muscular dystrophy, limb-girdle, type 1a",OMIM:159000,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MATN3,4148,OMIM:602109,"epiphyseal dysplasia, multiple, 5",OMIM:607078,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
HR,55806,OMIM:602302,hypotrichosis 4,OMIM:146550,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
HR,55806,OMIM:602302,atrichia with papular lesions,OMIM:209500,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
HR,55806,OMIM:602302,alopecia universalis,OMIM:203655,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ANO5,203859,OMIM:608662,"muscular dystrophy, limb-girdle, type 2l",OMIM:611307,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ANO5,203859,OMIM:608662,miyoshi muscular dystrophy 3,OMIM:613319,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ANO5,203859,OMIM:608662,gnathodiaphyseal dysplasia,OMIM:166260,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
POMT1,10585,OMIM:607423,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 1",OMIM:236670,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
POMT1,10585,OMIM:607423,"muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type b, 1",OMIM:613155,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
POMT1,10585,OMIM:607423,"muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 1",OMIM:609308,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GMPPB,29925,OMIM:615320,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 14",OMIM:615350,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GMPPB,29925,OMIM:615320,"muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type b, 14",OMIM:615351,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GMPPB,29925,OMIM:615320,"muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 14",OMIM:615352,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
POMT2,29954,OMIM:607439,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 2",OMIM:613150,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
POMT2,29954,OMIM:607439,"muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type b, 2",OMIM:613156,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
POMT2,29954,OMIM:607439,"muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 2",OMIM:613158,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FBLN5,10516,OMIM:604580,"cutis laxa, autosomal recessive, type ia",OMIM:219100,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
POMGNT1,55624,OMIM:606822,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 3",OMIM:253280,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
POMGNT1,55624,OMIM:606822,"muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type b, 3",OMIM:613151,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
POMGNT1,55624,OMIM:606822,"muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 3",OMIM:613157,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
NKX2-1,7080,OMIM:600635,"choreoathetosis, hypothyroidism, and neonatal respiratory distress",OMIM:610978,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
NKX2-1,7080,OMIM:600635,"chorea, hereditary benign",OMIM:118700,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FBLN5,10516,OMIM:604580,"macular degeneration, age-related, 3",OMIM:608895,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FKRP,79147,OMIM:606596,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 5",OMIM:613153,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FKRP,79147,OMIM:606596,"muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type b, 5",OMIM:606612,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
FKRP,79147,OMIM:606596,"muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 5",OMIM:607155,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
PAX4,5078,OMIM:167413,"diabetes mellitus, ketosis-prone",OMIM:612227,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
PAX4,5078,OMIM:167413,"diabetes mellitus, type 2",OMIM:125853,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
PAX4,5078,OMIM:167413,"maturity-onset diabetes of the young, type ix",OMIM:612225,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
TGFBR2,7048,OMIM:190182,"colorectal cancer, hereditary nonpolyposis, type 6",OMIM:614331,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
MYOT,9499,OMIM:604103,"myopathy, myofibrillar, 3",OMIM:609200,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CPS1,1373,OMIM:608307,"{pulmonary hypertension, neonatal, susceptibility to}",OMIM:615371,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
IDUA,3425,OMIM:252800,mucopolysaccharidosis ih,OMIM:607014,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CACNA1S,779,OMIM:114208,{malignant hyperthermia susceptibility 5},OMIM:601887,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
G6PD,2539,OMIM:305900,{resistance to malaria due to g6pd deficiency},OMIM:611162,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
G6PD,2539,OMIM:305900,hemolytic anemia due to g6pd deficiency,OMIM:300908,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ATP1A2,477,OMIM:182340,alternating hemiplegia of childhood,OMIM:104290,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
CACNA1S,779,OMIM:114208,"{thyrotoxic periodic paralysis, susceptibility to, 1}",OMIM:188580,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ABCB6,10058,OMIM:605452,"microphthalmia, isolated, with coloboma 7",OMIM:614497,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ABCB6,10058,OMIM:605452,dyschromatosis universalis hereditaria 3,OMIM:615402,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
ABCB6,10058,OMIM:605452,"[blood group, langereis system]",OMIM:111600,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GDF3,9573,OMIM:606522,"microphthalmia, isolated 7",OMIM:613704,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GDF3,9573,OMIM:606522,microphthalmia with coloboma 6,OMIM:613703,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
GDF3,9573,OMIM:606522,"klippel-feil syndrome 3, autosomal dominant",OMIM:613702,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
PDGFB,5155,OMIM:190040,dermatofibrosarcoma protuberans,OMIM:607907,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
IDUA,3425,OMIM:252800,mucopolysaccharidosis ih/s,OMIM:607015,3,3,1,11.0073,12.1526,23.1599,0.0,1.0,1.0,1.0,1.0,0.725622,78.53,1,1
