Gene,Gene_ID,Gene_OMIM,Disease,Disease_OMIM,OMIM_PhenoClass,Gene_Degree,Disease_Degree,Gene_IC,Disease_IC,Combined_IC,Gene_Network_Score,Dis_Network_Score,PhenotypeClass,GMT_Confirmed,RevGMT_Confirmed,Probability_Score,Percentile,Rank_Gene_for_Disease,Rank_Disease_for_Gene
MID2,11043,OMIM:300204,"?mental retardation, x-linked 101",OMIM:300928,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KIF4A,24137,OMIM:300521,"?mental retardation, x-linked 100",OMIM:300923,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ANK3,288,OMIM:600465,"?mental retardation, autosomal recessive, 37",OMIM:615493,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
DSC3,1825,OMIM:600271,?hypotrichosis and recurrent skin vesicles,OMIM:613120,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KISS1,3814,OMIM:603286,?hypogonadotropic hypogonadism 13 with or without anosmia,OMIM:614842,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
GNRH1,2796,OMIM:152760,?hypogonadotropic hypogonadism 12 with or without anosmia,OMIM:614841,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
PIGW,284098,OMIM:610275,?hyperphosphatasia with mental retardation syndrome 5,OMIM:616025,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KYNU,8942,OMIM:605197,?hydroxykynureninuria,OMIM:236800,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
FTH1,2495,OMIM:134770,"?hemochromatosis, type 5",OMIM:615517,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
LZTR1,8216,OMIM:600574,"{schwannomatosis-2, susceptibility to}",OMIM:615670,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
GYG1,2992,OMIM:603942,?glycogen storage disease xv,OMIM:613507,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ENO3,2027,OMIM:131370,?glycogen storage disease xiii,OMIM:612932,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CASP12,100506742,OMIM:608633,"{sepsis, susceptibility to}",-666,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
DCAF8,50717,OMIM:615820,"?giant axonal neuropathy 2, autosomal dominant",OMIM:610100,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ALX1,8092,OMIM:601527,?frontonasal dysplasia 3,OMIM:613456,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
EHHADH,1962,OMIM:607037,?fanconi renotubular syndrome 3,OMIM:615605,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
NECAP1,25977,OMIM:611623,"?epileptic encephalopathy, early infantile, 21",OMIM:615833,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CNTN2,6900,OMIM:190197,"?epilepsy, familial adult myoclonic, 5",OMIM:615400,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
DSE,29940,OMIM:605942,"?ehlers-danlos syndrome, musculocontractural type 2",OMIM:615539,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KRT71,112802,OMIM:608245,?hypotrichosis 13,OMIM:615896,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
TNFRSF4,7293,OMIM:600315,?immunodeficiency 16,OMIM:615593,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
FBXO31,79791,OMIM:609102,"?mental retardation, autosomal recessive 45",OMIM:615979,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
LCK,3932,OMIM:153390,?immunodeficiency 22,OMIM:615758,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KIAA1033,23325,OMIM:615748,"?mental retardation, autosomal recessive 43",OMIM:615817,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
PGAP1,80055,OMIM:611655,"?mental retardation, autosomal recessive 42",OMIM:615802,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ZBTB18,10472,OMIM:608433,"?mental retardation, autosomal dominant 22",OMIM:612337,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
EPB41L1,2036,OMIM:602879,"?mental retardation, autosomal dominant 11",OMIM:614257,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BICC1,80114,OMIM:614295,"{renal dysplasia, cystic, susceptibility to}",OMIM:601331,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CIDEC,63924,OMIM:612120,"?lipodystrophy, familial partial, type 5",OMIM:615238,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
PDE6D,5147,OMIM:602676,?joubert syndrome 22,OMIM:615665,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ADAM17,6868,OMIM:603639,"?inflammatory skin and bowel disease, neonatal, 1",OMIM:614328,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
MARS,4141,OMIM:156560,?infantile liver failure syndrome 2,OMIM:615486,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
LARS,51520,OMIM:151350,?infantile liver failure syndrome 1,OMIM:615438,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
HNRNPA2B1,3181,OMIM:600124,?inclusion body myopathy with early-onset paget disease with or without frontotemporal dementia 2,OMIM:615422,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
MIF,4282,OMIM:153620,"{rheumatoid arthritis, systemic juvenile, susceptibility to}",OMIM:604302,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BTNL2,56244,OMIM:606000,"{sarcoidosis, susceptibility to, 2}",OMIM:612387,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
IL21,59067,OMIM:605384,"?immunodeficiency, common variable, 11",OMIM:615767,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CD247,919,OMIM:186780,?immunodeficiency 25,OMIM:610163,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
IGHM,3507,OMIM:147020,agammaglobulinemia 1,OMIM:601495,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
IGLL1,3543,OMIM:146770,agammaglobulinemia 2,OMIM:613500,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CRYGD,1421,OMIM:123690,"cataract 4, multiple types",OMIM:115700,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
EMG1,10436,OMIM:611531,bowen-conradi syndrome,OMIM:211180,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
SIX5,147912,OMIM:600963,branchiootorenal syndrome 2,OMIM:610896,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
TMCO1,54499,OMIM:614123,"craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome",OMIM:213980,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
TFAP2A,7020,OMIM:107580,branchiooculofacial syndrome,OMIM:113620,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BCKDK,10295,OMIM:614901,branched-chain ketoacid dehydrogenase kinase deficiency,OMIM:614923,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ATP7B,540,OMIM:606882,wilson disease,OMIM:277900,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
PAPSS2,9060,OMIM:603005,brachyolmia 4 with mild epiphyseal and metaphyseal changes,OMIM:612847,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
HDAC4,9759,OMIM:605314,brachydactyly-mental retardation syndrome,OMIM:600430,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
NR2F1,7025,OMIM:132890,bosch-boonstra-schaaf optic atrophy syndrome,OMIM:615722,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
C8A,731,OMIM:120950,"c8 deficiency, type i",OMIM:613790,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
WIPF1,7456,OMIM:602357,wiskott-aldrich syndrome 2,OMIM:614493,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
EIF2AK3,9451,OMIM:604032,wolcott-rallison syndrome,OMIM:226980,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
PHF6,84295,OMIM:300414,borjeson-forssman-lehmann syndrome,OMIM:301900,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
PLS3,5358,OMIM:300131,"bone mineral density qtl18, osteoporosis",OMIM:300910,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CISD2,493856,OMIM:611507,wolfram syndrome 2,OMIM:604928,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ERCC6L2,375748,OMIM:615667,bone marrow failure syndrome 2,OMIM:615715,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
SRP72,6731,OMIM:602122,bone marrow failure syndrome 1,OMIM:614675,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ZC4H2,55906,OMIM:300897,wieacker-wolf syndrome,OMIM:314580,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KRT13,3860,OMIM:148065,white sponge nevus 2,OMIM:615785,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KRT4,3851,OMIM:123940,white sponge nevus 1,OMIM:193900,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
SLC52A2,79581,OMIM:607882,brown-vialetto-van laere syndrome 2,OMIM:614707,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
C4B,721,OMIM:120820,c4b deficiency,OMIM:614379,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
DDX11,1663,OMIM:601150,warsaw breakage syndrome,OMIM:613398,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
EZH2,2146,OMIM:601573,weaver syndrome,OMIM:277590,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
C1S,716,OMIM:120580,c1s deficiency,OMIM:613783,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ADAMTS10,81794,OMIM:608990,"weill-marchesani syndrome 1, recessive",OMIM:277600,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CD96,10225,OMIM:606037,c syndrome,OMIM:211750,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CABP2,51475,OMIM:607314,"deafness, autosomal recessive 93",OMIM:614899,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
MYC,4609,OMIM:190080,burkitt lymphoma,OMIM:113970,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ADAMTS17,170691,OMIM:607511,weill-marchesani-like syndrome,OMIM:613195,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
MAOA,4128,OMIM:309850,brunner syndrome,OMIM:300615,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KCNE3,10008,OMIM:604433,brugada syndrome 6,OMIM:613119,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
WRN,7486,OMIM:604611,werner syndrome,OMIM:277700,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CACNB2,783,OMIM:600003,brugada syndrome 4,OMIM:611876,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
GPD1L,23171,OMIM:611778,brugada syndrome 2,OMIM:611777,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
PLOD2,5352,OMIM:601865,bruck syndrome 2,OMIM:609220,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
DCAF17,80067,OMIM:612515,woodhouse-sakati syndrome,OMIM:241080,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BLM,641,OMIM:604610,bloom syndrome,OMIM:210900,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
UBE3B,89910,OMIM:608047,blepharophimosis-ptosis-intellectual disability syndrome,OMIM:615057,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
GP9,2815,OMIM:173515,"bernard-soulier syndrome, type c",OMIM:231200,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
AHDC1,27245,OMIM:615790,xia-gibbs syndrome,OMIM:615829,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
SLC20A2,6575,OMIM:158378,"basal ganglia calcification, idiopathic, 1",OMIM:213600,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KCNJ1,3758,OMIM:600359,"bartter syndrome, type 2",OMIM:241200,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
SLC30A2,7780,OMIM:609617,"zinc deficiency, transient neonatal",OMIM:608118,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
AKR1C4,1109,OMIM:600451,"{46xy sex reversal 8, modifier of}",OMIM:614279,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
SLC12A1,6557,OMIM:600839,"bartter syndrome, type 1",OMIM:601678,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
TAZ,6901,OMIM:300394,barth syndrome,OMIM:302060,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
MDM2,4193,OMIM:164785,"{accelerated tumor formation, susceptibility to}",OMIM:614401,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KIR3DL1,3811,OMIM:604946,"{aids, delayed/rapid progression to}",OMIM:609423,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BBS9,27241,OMIM:607968,bardet-biedl syndrome 9,OMIM:615986,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BBS7,55212,OMIM:607590,bardet-biedl syndrome 7,OMIM:615984,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CXCL12,6387,OMIM:600835,"{aids, resistance to}",OMIM:609423,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
TAS2R16,50833,OMIM:604867,{alcohol dependence},OMIM:103780,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BBS5,129880,OMIM:603650,bardet-biedl syndrome 5,OMIM:615983,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BBS4,585,OMIM:600374,bardet-biedl syndrome 4,OMIM:615982,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
THOC6,79228,OMIM:615403,beaulieu-boycott-innes syndrome,OMIM:613680,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
UPB1,51733,OMIM:606673,beta-ureidopropionase deficiency,OMIM:613161,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
P2RY12,64805,OMIM:600515,"bleeding disorder, platelet-type, 8",OMIM:609821,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CYP4V2,285440,OMIM:608614,bietti crystalline corneoretinal dystrophy,OMIM:210370,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
GFI1B,8328,OMIM:604383,"bleeding disorder, platelet-type, 17",OMIM:187900,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ACTN1,87,OMIM:102575,"bleeding disorder, platelet-type, 15",OMIM:615193,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
GP6,51206,OMIM:605546,"bleeding disorder, platelet-type, 11",OMIM:614201,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
P2RX1,5023,OMIM:600845,bleeding disorder due to p2rx1 defect,-666,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
XIST,7503,OMIM:314670,"x-inactivation, familial skewed",OMIM:300087,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
XDH,7498,OMIM:607633,"xanthinuria, type i",OMIM:278300,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
XPA,7507,OMIM:611153,"xeroderma pigmentosum, group a",OMIM:278700,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
XPC,7508,OMIM:613208,"xeroderma pigmentosum, group c",OMIM:278720,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
KCNK9,51305,OMIM:605874,birk-barel mental retardation dysmorphism syndrome,OMIM:612292,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BTD,686,OMIM:609019,biotinidase deficiency,OMIM:253260,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
AKR1D1,6718,OMIM:604741,"bile acid synthesis defect, congenital, 2",OMIM:235555,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
DDB2,1643,OMIM:600811,"xeroderma pigmentosum, group e, ddb-negative subtype",OMIM:278740,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
HSD3B7,80270,OMIM:607764,"bile acid synthesis defect, congenital, 1",OMIM:607765,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
SLC10A2,6555,OMIM:601295,"bile acid malabsorption, primary",OMIM:613291,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
POLH,5429,OMIM:603968,"xeroderma pigmentosum, variant type",OMIM:278750,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
C7,730,OMIM:217070,c7 deficiency,OMIM:610102,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
TBC1D20,128637,OMIM:611663,warburg micro syndrome 4,OMIM:615663,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
APBB2,323,OMIM:602710,"{alzheimer disease, late-onset}",OMIM:104300,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
RAB23,51715,OMIM:606144,carpenter syndrome,OMIM:201000,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CRYBB1,1414,OMIM:600929,"cataract 17, multiple types",OMIM:611544,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
MIP,4284,OMIM:154050,"cataract 15, multiple types",OMIM:615274,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
GJA3,2700,OMIM:121015,"cataract 14, multiple types",OMIM:601885,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BFSP2,8419,OMIM:603212,"cataract 12, multiple types",OMIM:611597,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CRYBA1,1411,OMIM:123610,"cataract 10, multiple types",OMIM:600881,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
GJA8,2703,OMIM:600897,"cataract 1, multiple types",OMIM:116200,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
MEGF8,1954,OMIM:604267,carpenter syndrome 2,OMIM:614976,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
UVSSA,57654,OMIM:614632,uv-sensitive syndrome 3,OMIM:614640,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
RAB18,22931,OMIM:602207,warburg micro syndrome 3,OMIM:614222,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
SLC25A20,788,OMIM:613698,carnitine-acylcarnitine translocase deficiency,OMIM:212138,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
SLC22A5,6584,OMIM:603377,"carnitine deficiency, systemic primary",OMIM:212140,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
MYLK2,85366,OMIM:606566,"cardiomyopathy, hypertrophic, midventricular, digenic",OMIM:192600,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
SCARF2,91179,OMIM:613619,van den ende-gupta syndrome,OMIM:600920,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
GRHL3,57822,OMIM:608317,van der woude syndrome 2,OMIM:606713,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
DCHS1,8642,OMIM:603057,van maldergem syndrome 1,OMIM:601390,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
MYL3,4634,OMIM:160790,"cardiomyopathy, familial hypertrophic, 8",OMIM:608751,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
FYCO1,79443,OMIM:607182,"cataract 18, autosomal recessive",OMIM:610019,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
LIM2,3982,OMIM:154045,cataract 19,OMIM:615277,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
USH1G,124590,OMIM:607696,"usher syndrome, type 1g",OMIM:606943,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CRYGC,1420,OMIM:123680,"cataract 2, multiple types",OMIM:604307,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CRYGB,1419,OMIM:123670,"cataract 39, multiple types, autosomal dominant",OMIM:615188,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
TDRD7,23424,OMIM:611258,cataract 36,OMIM:613887,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
BFSP1,631,OMIM:603307,cataract 33,OMIM:611391,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
CHMP4B,128866,OMIM:610897,"cataract 31, multiple types",OMIM:605387,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
TBX3,6926,OMIM:601621,ulnar-mammary syndrome,OMIM:181450,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
ECM1,1893,OMIM:602201,urbach-wiethe disease,OMIM:247100,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
UROC1,131669,OMIM:613012,urocanase deficiency,OMIM:276880,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
HPSE2,60495,OMIM:613469,urofacial syndrome 1,OMIM:236730,3,1,1,12.5922,12.1526,24.7448,0.0,0.0,1.0,1.0,1.0,0.645928,49.38,1,1
